Input	Match type	Approved symbol	Approved name	HGNC ID	Location
HNMT	Approved symbol	HNMT	histamine N-methyltransferase	HGNC:5028	2q22.1
PKP4	Approved symbol	PKP4	plakophilin 4	HGNC:9026	2q24.1
FAP	Approved symbol	FAP	fibroblast activation protein alpha	HGNC:3590	2q24.2
EVX2	Approved symbol	EVX2	even-skipped homeobox 2	HGNC:3507	2q31.1
ZNF385B	Approved symbol	ZNF385B	zinc finger protein 385B	HGNC:26332	2q31.2-q31.3
ITGA4	Approved symbol	ITGA4	integrin subunit alpha 4	HGNC:6140	2q31.3
CERKL	Approved symbol	CERKL	ceramide kinase like	HGNC:21699	2q31.3
MDH1B	Approved symbol	MDH1B	malate dehydrogenase 1B	HGNC:17836	2q33.3
TRAF3IP1	Approved symbol	TRAF3IP1	TRAF3 interacting protein 1	HGNC:17861	2q37.3
ANO10	Approved symbol	ANO10	anoctamin 10	HGNC:25519	3p22.1-p21.33
VPRBP	Previous symbol	DCAF1	DDB1 and CUL4 associated factor 1	HGNC:30911	3p21.2
GPR15	Approved symbol	GPR15	G protein-coupled receptor 15	HGNC:4469	3q11.2
TMEM45A	Approved symbol	TMEM45A	transmembrane protein 45A	HGNC:25480	3q12.2
GOLGB1	Approved symbol	GOLGB1	golgin B1	HGNC:4429	3q13.33
COL6A6	Approved symbol	COL6A6	collagen type VI alpha 6 chain	HGNC:27023	3q22.1
PCOLCE2	Approved symbol	PCOLCE2	procollagen C-endopeptidase enhancer 2	HGNC:8739	3q23
ZDHHC19	Approved symbol	ZDHHC19	zinc finger DHHC-type containing 19	HGNC:20713	3q29
MMAA	Approved symbol	MMAA	metabolism of cobalamin associated A	HGNC:18871	4q31.21
PDLIM3	Approved symbol	PDLIM3	PDZ and LIM domain 3	HGNC:20767	4q35.1
FAM105B	Previous symbol	OTULIN	OTU deubiquitinase with linear linkage specificity	HGNC:25118	5p15.2
RICTOR	Approved symbol	RICTOR	RPTOR independent companion of MTOR complex 2	HGNC:28611	5p13.1
GLRA1	Approved symbol	GLRA1	glycine receptor alpha 1	HGNC:4326	5q33.1
OR12D3	Approved symbol	OR12D3	olfactory receptor family 12 subfamily D member 3	HGNC:13963	6p22.1
GABBR1	Approved symbol	GABBR1	gamma-aminobutyric acid type B receptor subunit 1	HGNC:4070	6p22.1
TAPBP	Approved symbol	TAPBP	TAP binding protein	HGNC:11566	6p21.32
GFRAL	Approved symbol	GFRAL	GDNF family receptor alpha like	HGNC:32789	6p12.1
DST	Approved symbol	DST	dystonin	HGNC:1090	6p12.1
EPHA7	Approved symbol	EPHA7	EPH receptor A7	HGNC:3390	6q16.1
VNN1	Approved symbol	VNN1	vanin 1	HGNC:12705	6q23.2
ZNF680	Approved symbol	ZNF680	zinc finger protein 680	HGNC:26897	7q11.21
CLCN1	Approved symbol	CLCN1	chloride voltage-gated channel 1	HGNC:2019	7q34
HMBOX1	Approved symbol	HMBOX1	homeobox containing 1	HGNC:26137	8p21.1-p12
KAT6A	Approved symbol	KAT6A	lysine acetyltransferase 6A	HGNC:13013	8p11.21
SLC20A2	Approved symbol	SLC20A2	solute carrier family 20 member 2	HGNC:10947	8p11.21
DEPTOR	Approved symbol	DEPTOR	DEP domain containing MTOR interacting protein	HGNC:22953	8q24.12
DFNB31	Previous symbol	WHRN	whirlin	HGNC:16361	9q32
RXRA	Approved symbol	RXRA	retinoid X receptor alpha	HGNC:10477	9q34.2
SEC16A	Approved symbol	SEC16A	SEC16 homolog A, endoplasmic reticulum export factor	HGNC:29006	9q34.3
VDAC2	Approved symbol	VDAC2	voltage dependent anion channel 2	HGNC:12672	10q22.2
ATRNL1	Approved symbol	ATRNL1	attractin like 1	HGNC:29063	10q25.3
OR1S2	Approved symbol	OR1S2	olfactory receptor family 1 subfamily S member 2	HGNC:15141	11q12.1
CD5	Approved symbol	CD5	CD5 molecule	HGNC:1685	11q12.2
MAP4K2	Approved symbol	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	HGNC:6864	11q13.1
MTL5	Previous symbol	TESMIN	testis expressed metallothionein like protein	HGNC:7446	11q13.3
KDM5A	Approved symbol	KDM5A	lysine demethylase 5A	HGNC:9886	12p13.33
KIAA1551	Approved symbol	KIAA1551	KIAA1551	HGNC:25559	12p11.21
AQP2	Approved symbol	AQP2	aquaporin 2	HGNC:634	12q13.12
PCDH9	Approved symbol	PCDH9	protocadherin 9	HGNC:8661	13q21.32
RNASE7	Approved symbol	RNASE7	ribonuclease A family member 7	HGNC:19278	14q11.2
CTSG	Approved symbol	CTSG	cathepsin G	HGNC:2532	14q12
FAM161B	Approved symbol	FAM161B	FAM161B, centrosomal protein	HGNC:19854	14q24.3
CHRNA3	Approved symbol	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit	HGNC:1957	15q25.1
HDDC3	Approved symbol	HDDC3	HD domain containing 3	HGNC:30522	15q26.1
LRRK1	Approved symbol	LRRK1	leucine rich repeat kinase 1	HGNC:18608	15q26.3
IFT140	Approved symbol	IFT140	intraflagellar transport 140	HGNC:29077	16p13.3
USP7	Approved symbol	USP7	ubiquitin specific peptidase 7	HGNC:12630	16p13.2
CES4A	Approved symbol	CES4A	carboxylesterase 4A	HGNC:26741	16q22.1
AARS	Approved symbol	AARS	alanyl-tRNA synthetase	HGNC:20	16q22.1
WFIKKN2	Approved symbol	WFIKKN2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2	HGNC:30916	17q21.33
MC5R	Approved symbol	MC5R	melanocortin 5 receptor	HGNC:6933	18p11.21
TLE2	Approved symbol	TLE2	transducin like enhancer of split 2	HGNC:11838	19p13.3
ANKRD24	Approved symbol	ANKRD24	ankyrin repeat domain 24	HGNC:29424	19p13.3
ZNF264	Approved symbol	ZNF264	zinc finger protein 264	HGNC:13057	19q13.43
NDRG3	Approved symbol	NDRG3	NDRG family member 3	HGNC:14462	20q11.23
KRTAP12-4	Approved symbol	KRTAP12-4	keratin associated protein 12-4	HGNC:20532	21q22.3
ZNF280A	Approved symbol	ZNF280A	zinc finger protein 280A	HGNC:18597	22q11.22
MYO18B	Approved symbol	MYO18B	myosin XVIIIB	HGNC:18150	22q12.1
CXorf23	Previous symbol	BCLAF3	BCLAF1 and THRAP3 family member 3	HGNC:27413	Xp22.12
KLF8	Approved symbol	KLF8	Kruppel like factor 8	HGNC:6351	Xp11.21
RGAG4	Previous symbol	RTL5	retrotransposon Gag like 5	HGNC:29430	Xq13.1
MAGEC1	Approved symbol	MAGEC1	MAGE family member C1	HGNC:6812	Xq27.2
HCFC1	Approved symbol	HCFC1	host cell factor C1	HGNC:4839	Xq28
UBR4	Approved symbol	UBR4	ubiquitin protein ligase E3 component n-recognin 4	HGNC:30313	1p36.13
TTLL7	Approved symbol	TTLL7	tubulin tyrosine ligase like 7	HGNC:26242	1p31.1
GPATCH4	Approved symbol	GPATCH4	G-patch domain containing 4	HGNC:25982	1q22-q23.1
SNTG2	Approved symbol	SNTG2	syntrophin gamma 2	HGNC:13741	2p25.3
LHCGR	Approved symbol	LHCGR	luteinizing hormone/choriogonadotropin receptor	HGNC:6585	2p16.3
WDPCP	Approved symbol	WDPCP	WD repeat containing planar cell polarity effector	HGNC:28027	2p15
PTH2R	Approved symbol	PTH2R	parathyroid hormone 2 receptor	HGNC:9609	2q34
USP37	Approved symbol	USP37	ubiquitin specific peptidase 37	HGNC:20063	2q35
ASB18	Approved symbol	ASB18	ankyrin repeat and SOCS box containing 18	HGNC:19770	2q37.2
RFTN1	Approved symbol	RFTN1	raftlin, lipid raft linker 1	HGNC:30278	3p24.3
KLHL40	Approved symbol	KLHL40	kelch like family member 40	HGNC:30372	3p22.1
CCR3	Approved symbol	CCR3	C-C motif chemokine receptor 3	HGNC:1604	3p21.31
HYAL3	Approved symbol	HYAL3	hyaluronidase 3	HGNC:5322	3p21.31
GRK7	Approved symbol	GRK7	G protein-coupled receptor kinase 7	HGNC:17031	3q23
WDR49	Approved symbol	WDR49	WD repeat domain 49	HGNC:26587	3q26.1
TP63	Approved symbol	TP63	tumor protein p63	HGNC:15979	3q28
FBXO38	Approved symbol	FBXO38	F-box protein 38	HGNC:28844	5q32
HLA-DRA	Approved symbol	HLA-DRA	major histocompatibility complex, class II, DR alpha	HGNC:4947	6p21.32
GLO1	Approved symbol	GLO1	glyoxalase I	HGNC:4323	6p21.2
TCTE1	Approved symbol	TCTE1	t-complex-associated-testis-expressed 1	HGNC:11693	6p21.1
SUPT3H	Approved symbol	SUPT3H	SPT3 homolog, SAGA and STAGA complex component	HGNC:11466	6p21.1
KIAA1244	Previous symbol	ARFGEF3	ARFGEF family member 3	HGNC:21213	6q23.3-q24.1
TULP4	Approved symbol	TULP4	tubby like protein 4	HGNC:15530	6q25.3
WIPF3	Approved symbol	WIPF3	WAS/WASL interacting protein family member 3	HGNC:22004	7p14.3
ELMO1	Approved symbol	ELMO1	engulfment and cell motility 1	HGNC:16286	7p14.2-p14.1
EGFR	Approved symbol	EGFR	epidermal growth factor receptor	HGNC:3236	7p11.2
UBXN2B	Approved symbol	UBXN2B	UBX domain protein 2B	HGNC:27035	8q12.1
SPATA31D1	Approved symbol	SPATA31D1	SPATA31 subfamily D member 1	HGNC:37283	9q21.32
GRIN3A	Approved symbol	GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A	HGNC:16767	9q31.1
TUBB4B	Approved symbol	TUBB4B	tubulin beta 4B class IVb	HGNC:20771	9q34.3
YME1L1	Approved symbol	YME1L1	YME1 like 1 ATPase	HGNC:12843	10p12.1
ANKRD30A	Approved symbol	ANKRD30A	ankyrin repeat domain 30A	HGNC:17234	10p11.21
PLCE1	Approved symbol	PLCE1	phospholipase C epsilon 1	HGNC:17175	10q23.33
ARHGAP19-SLIT1	Approved symbol	ARHGAP19-SLIT1	ARHGAP19-SLIT1 readthrough (NMD candidate)	HGNC:48348	10q24.1
NRAP	Approved symbol	NRAP	nebulin related anchoring protein	HGNC:7988	10q25.3
NRAP	Synonyms	NOL6	nucleolar protein 6	HGNC:19910	9p13.3
MRPL23	Approved symbol	MRPL23	mitochondrial ribosomal protein L23	HGNC:10322	11p15.5
TRIM6-TRIM34	Approved symbol	TRIM6-TRIM34	TRIM6-TRIM34 readthrough	HGNC:33440	11p15.4
OR5P2	Approved symbol	OR5P2	olfactory receptor family 5 subfamily P member 2	HGNC:14783	11p15.4
HPS5	Approved symbol	HPS5	HPS5, biogenesis of lysosomal organelles complex 2 subunit 2	HGNC:17022	11p15.1
RAG1	Approved symbol	RAG1	recombination activating 1	HGNC:9831	11p12
MADD	Approved symbol	MADD	MAP kinase activating death domain	HGNC:6766	11p11.2
MADD	Synonyms	ETFA	electron transfer flavoprotein subunit alpha	HGNC:3481	15q24.2-q24.3
PRPF19	Approved symbol	PRPF19	pre-mRNA processing factor 19	HGNC:17896	11q12.2
NUMA1	Approved symbol	NUMA1	nuclear mitotic apparatus protein 1	HGNC:8059	11q13.4
OR6X1	Approved symbol	OR6X1	olfactory receptor family 6 subfamily X member 1	HGNC:14737	11q24.1
PKNOX2	Approved symbol	PKNOX2	PBX/knotted 1 homeobox 2	HGNC:16714	11q24.2
WNK1	Approved symbol	WNK1	WNK lysine deficient protein kinase 1	HGNC:14540	12p13.33
KRT78	Approved symbol	KRT78	keratin 78	HGNC:28926	12q13.13
EP400	Approved symbol	EP400	E1A binding protein p400	HGNC:11958	12q24.33
SLC39A2	Approved symbol	SLC39A2	solute carrier family 39 member 2	HGNC:17127	14q11.2
LRRC16B	Previous symbol	CARMIL3	capping protein regulator and myosin 1 linker 3	HGNC:20272	14q11.2
PRPF39	Approved symbol	PRPF39	pre-mRNA processing factor 39	HGNC:20314	14q21.2
GOLGA5	Approved symbol	GOLGA5	golgin A5	HGNC:4428	14q32.12
TMED3	Approved symbol	TMED3	transmembrane p24 trafficking protein 3	HGNC:28889	15q25.1
MPG	Approved symbol	MPG	N-methylpurine DNA glycosylase	HGNC:7211	16p13.3
GPR97	Previous symbol	ADGRG3	adhesion G protein-coupled receptor G3	HGNC:13728	16q21
CDH5	Approved symbol	CDH5	cadherin 5	HGNC:1764	16q21
COG8	Approved symbol	COG8	component of oligomeric golgi complex 8	HGNC:18623	16q22.1
TAF1C	Approved symbol	TAF1C	TATA-box binding protein associated factor, RNA polymerase I subunit C	HGNC:11534	16q24
PLD2	Approved symbol	PLD2	phospholipase D2	HGNC:9068	17p13.2
ZBTB4	Approved symbol	ZBTB4	zinc finger and BTB domain containing 4	HGNC:23847	17p13.1
MYH2	Approved symbol	MYH2	myosin heavy chain 2	HGNC:7572	17p13.1
GPR179	Approved symbol	GPR179	G protein-coupled receptor 179	HGNC:31371	17q12
SGCA	Approved symbol	SGCA	sarcoglycan alpha	HGNC:10805	17q21.33
SLC25A23	Approved symbol	SLC25A23	solute carrier family 25 member 23	HGNC:19375	19p13.3
OR7D4	Approved symbol	OR7D4	olfactory receptor family 7 subfamily D member 4	HGNC:8380	19p13.2
BST2	Approved symbol	BST2	bone marrow stromal cell antigen 2	HGNC:1119	19p13.11
ZNF112	Approved symbol	ZNF112	zinc finger protein 112	HGNC:12892	19q13.31
BCL3	Approved symbol	BCL3	B cell CLL/lymphoma 3	HGNC:998	19q13.32
GRIN2D	Approved symbol	GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D	HGNC:4588	19q13.33
TGM3	Approved symbol	TGM3	transglutaminase 3	HGNC:11779	20p13
DZANK1	Approved symbol	DZANK1	double zinc ribbon and ankyrin repeat domains 1	HGNC:15858	20p11.23
MSN	Approved symbol	MSN	moesin	HGNC:7373	Xq12
NONO	Approved symbol	NONO	non-POU domain containing octamer binding	HGNC:7871	Xq13.1
PHKA1	Approved symbol	PHKA1	phosphorylase kinase regulatory subunit alpha 1	HGNC:8925	Xq13.1
ARMCX1	Approved symbol	ARMCX1	armadillo repeat containing X-linked 1	HGNC:18073	Xq22.1
LRCH2	Approved symbol	LRCH2	leucine rich repeats and calponin homology domain containing 2	HGNC:29292	Xq23
GPR119	Approved symbol	GPR119	G protein-coupled receptor 119	HGNC:19060	Xq26.1
SLC9A6	Approved symbol	SLC9A6	solute carrier family 9 member A6	HGNC:11079	Xq26.3
SPEN	Approved symbol	SPEN	spen family transcriptional repressor	HGNC:17575	1p36.21-p36.13
USP48	Approved symbol	USP48	ubiquitin specific peptidase 48	HGNC:18533	1p36.12
OPRD1	Approved symbol	OPRD1	opioid receptor delta 1	HGNC:8153	1p35.3
MFSD2A	Approved symbol	MFSD2A	major facilitator superfamily domain containing 2A	HGNC:25897	1p34.2
GSTM5	Approved symbol	GSTM5	glutathione S-transferase mu 5	HGNC:4637	1p13.3
SELP	Approved symbol	SELP	selectin P	HGNC:10721	1q24.2
SELP	Synonyms	SELENOP	selenoprotein P	HGNC:10751	5p12
ZBTB37	Approved symbol	ZBTB37	zinc finger and BTB domain containing 37	HGNC:28365	1q25.1
CACNA1E	Approved symbol	CACNA1E	calcium voltage-gated channel subunit alpha1 E	HGNC:1392	1q25.3
EDEM3	Approved symbol	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3	HGNC:16787	1q25.3
RRP15	Approved symbol	RRP15	ribosomal RNA processing 15 homolog	HGNC:24255	1q41
HLX	Approved symbol	HLX	H2.0 like homeobox	HGNC:4978	1q41
TRAPPC12	Approved symbol	TRAPPC12	trafficking protein particle complex 12	HGNC:24284	2p25.3
NCOA1	Approved symbol	NCOA1	nuclear receptor coactivator 1	HGNC:7668	2p23.3
ZNF513	Approved symbol	ZNF513	zinc finger protein 513	HGNC:26498	2p23.3
APLF	Approved symbol	APLF	aprataxin and PNKP like factor	HGNC:28724	2p13.3
INPP4A	Approved symbol	INPP4A	inositol polyphosphate-4-phosphatase type I A	HGNC:6074	2q11.2
GCC2	Approved symbol	GCC2	GRIP and coiled-coil domain containing 2	HGNC:23218	2q12.3
GCA	Approved symbol	GCA	grancalcin	HGNC:15990	2q24.2
GOLGA4	Approved symbol	GOLGA4	golgin A4	HGNC:4427	3p22.2
DNAH1	Approved symbol	DNAH1	dynein axonemal heavy chain 1	HGNC:2940	3p21.1
STAB1	Approved symbol	STAB1	stabilin 1	HGNC:18628	3p21.1
CMSS1	Approved symbol	CMSS1	cms1 ribosomal small subunit homolog	HGNC:28666	3q12.1
RARRES1	Approved symbol	RARRES1	retinoic acid receptor responder 1	HGNC:9867	3q25.32
SI	Approved symbol	SI	sucrase-isomaltase	HGNC:10856	3q26.1
SI	Synonyms	PMEL	premelanosome protein	HGNC:10880	12q13.2
SAMD7	Approved symbol	SAMD7	sterile alpha motif domain containing 7	HGNC:25394	3q26.2
TNIK	Approved symbol	TNIK	TRAF2 and NCK interacting kinase	HGNC:30765	3q26.2-q26.31
TMEM156	Approved symbol	TMEM156	transmembrane protein 156	HGNC:26260	4p14
LIAS	Approved symbol	LIAS	lipoic acid synthetase	HGNC:16429	4p14
NKX6-1	Approved symbol	NKX6-1	NK6 homeobox 1	HGNC:7839	4q21.23
PALLD	Approved symbol	PALLD	palladin, cytoskeletal associated protein	HGNC:17068	4q32.3
NDST1	Approved symbol	NDST1	N-deacetylase and N-sulfotransferase 1	HGNC:7680	5q33.1
FGD2	Approved symbol	FGD2	FYVE, RhoGEF and PH domain containing 2	HGNC:3664	6p21.2
MDN1	Approved symbol	MDN1	midasin AAA ATPase 1	HGNC:18302	6q15
RSPH3	Approved symbol	RSPH3	radial spoke head 3 homolog	HGNC:21054	6q25.3
WBSCR17	Previous symbol	GALNT17	polypeptide N-acetylgalactosaminyltransferase 17	HGNC:16347	7q11.22
HYAL4	Approved symbol	HYAL4	hyaluronidase 4	HGNC:5323	7q31.32
CCDC136	Approved symbol	CCDC136	coiled-coil domain containing 136	HGNC:22225	7q32.1
OSR2	Approved symbol	OSR2	odd-skipped related transciption factor 2	HGNC:15830	8q22.2
MROH6	Approved symbol	MROH6	maestro heat like repeat family member 6	HGNC:27814	8q24.3
SPTLC1	Approved symbol	SPTLC1	serine palmitoyltransferase long chain base subunit 1	HGNC:11277	9q22.31
INVS	Approved symbol	INVS	inversin	HGNC:17870	9q31.1
LRRC8A	Approved symbol	LRRC8A	leucine rich repeat containing 8 VRAC subunit A	HGNC:19027	9q34.11
ABL1	Approved symbol	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	HGNC:76	9q34.12
CALML5	Approved symbol	CALML5	calmodulin like 5	HGNC:18180	10p15.1
PRKCQ	Approved symbol	PRKCQ	protein kinase C theta	HGNC:9410	10p15.1
JMJD1C	Approved symbol	JMJD1C	jumonji domain containing 1C	HGNC:12313	10q21.3
TNKS1BP1	Approved symbol	TNKS1BP1	tankyrase 1 binding protein 1	HGNC:19081	11q12.1
NXF1	Approved symbol	NXF1	nuclear RNA export factor 1	HGNC:8071	11q12.3
MGST1	Approved symbol	MGST1	microsomal glutathione S-transferase 1	HGNC:7061	12p12.3
ST8SIA1	Approved symbol	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	HGNC:10869	12p12.1
RND1	Approved symbol	RND1	Rho family GTPase 1	HGNC:18314	12q13.12
GALNT6	Approved symbol	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6	HGNC:4128	12q13.13
ZC3H13	Approved symbol	ZC3H13	zinc finger CCCH-type containing 13	HGNC:20368	13q14.13
ALDH6A1	Approved symbol	ALDH6A1	aldehyde dehydrogenase 6 family member A1	HGNC:7179	14q24.3
HERC2	Approved symbol	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2	HGNC:4868	15q13.1
SPTBN5	Approved symbol	SPTBN5	spectrin beta, non-erythrocytic 5	HGNC:15680	15q21
FES	Approved symbol	FES	FES proto-oncogene, tyrosine kinase	HGNC:3657	15q26.1
TMEM204	Approved symbol	TMEM204	transmembrane protein 204	HGNC:14158	16p13.3
NPIPB5	Approved symbol	NPIPB5	nuclear pore complex interacting protein family member B5	HGNC:37233	16p12.2
CHD9	Approved symbol	CHD9	chromodomain helicase DNA binding protein 9	HGNC:25701	16q12.2
LRRC36	Approved symbol	LRRC36	leucine rich repeat containing 36	HGNC:25615	16q22.1
EDC4	Approved symbol	EDC4	enhancer of mRNA decapping 4	HGNC:17157	16q22.1
ZZEF1	Approved symbol	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1	HGNC:29027	17p13.2
DNAH9	Approved symbol	DNAH9	dynein axonemal heavy chain 9	HGNC:2953	17p12
MYL4	Approved symbol	MYL4	myosin light chain 4	HGNC:7585	17q21.32
SRSF1	Approved symbol	SRSF1	serine and arginine rich splicing factor 1	HGNC:10780	17q22
CBX4	Approved symbol	CBX4	chromobox 4	HGNC:1554	17q25.3
MC4R	Approved symbol	MC4R	melanocortin 4 receptor	HGNC:6932	18q21.32
POLR2I	Approved symbol	POLR2I	RNA polymerase II subunit I	HGNC:9196	19q13.12
ZNF415	Approved symbol	ZNF415	zinc finger protein 415	HGNC:20636	19q13.42
ZNF549	Approved symbol	ZNF549	zinc finger protein 549	HGNC:26632	19q13.43
CSE1L	Approved symbol	CSE1L	chromosome segregation 1 like	HGNC:2431	20q13.13
LIPI	Approved symbol	LIPI	lipase I	HGNC:18821	21q11.2
TRIOBP	Approved symbol	TRIOBP	TRIO and F-actin binding protein	HGNC:17009	22q13.1
RBBP7	Approved symbol	RBBP7	RB binding protein 7, chromatin remodeling factor	HGNC:9890	Xp22.2
RAB40AL	Approved symbol	RAB40AL	RAB40A like	HGNC:25410	Xq22.1
RLF	Approved symbol	RLF	rearranged L-myc fusion	HGNC:10025	1p34.2
RLF	Synonyms	INSL3	insulin like 3	HGNC:6086	19p13.11
KCNS3	Approved symbol	KCNS3	potassium voltage-gated channel modifier subfamily S member 3	HGNC:6302	2p24.2
GTF3C2	Approved symbol	GTF3C2	general transcription factor IIIC subunit 2	HGNC:4665	2p23.3
WIPF1	Approved symbol	WIPF1	WAS/WASL interacting protein family member 1	HGNC:12736	2q31.1
FZD5	Approved symbol	FZD5	frizzled class receptor 5	HGNC:4043	2q33.3
ABCB6	Approved symbol	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	HGNC:47	2q35
LRRFIP1	Approved symbol	LRRFIP1	LRR binding FLII interacting protein 1	HGNC:6702	2q37.3
FAM19A1	Approved symbol	FAM19A1	family with sequence similarity 19 member A1, C-C motif chemokine like	HGNC:21587	3p14.1
IQCJ-SCHIP1	Approved symbol	IQCJ-SCHIP1	IQCJ-SCHIP1 readthrough	HGNC:38842	3q25.32-q25.33
CLINT1	Approved symbol	CLINT1	clathrin interactor 1	HGNC:23186	5q33.3
MYOM2	Approved symbol	MYOM2	myomesin 2	HGNC:7614	8p23.3
PRKDC	Approved symbol	PRKDC	protein kinase, DNA-activated, catalytic subunit	HGNC:9413	8q11.21
SDC2	Approved symbol	SDC2	syndecan 2	HGNC:10659	8q22.1
SCRIB	Approved symbol	SCRIB	scribbled planar cell polarity protein	HGNC:30377	8q24.3
PTPRD	Approved symbol	PTPRD	protein tyrosine phosphatase, receptor type D	HGNC:9668	9p24.1-p23
IFNA13	Approved symbol	IFNA13	interferon alpha 13	HGNC:5419	9p21.3
IFNA13	Synonyms	IFNA1	interferon alpha 1	HGNC:5417	9p21.3
TRPM3	Approved symbol	TRPM3	transient receptor potential cation channel subfamily M member 3	HGNC:17992	9q21.12-q21.13
OR13C5	Approved symbol	OR13C5	olfactory receptor family 13 subfamily C member 5	HGNC:15100	9q31.1
ODF2	Approved symbol	ODF2	outer dense fiber of sperm tails 2	HGNC:8114	9q34.11
SVIL	Approved symbol	SVIL	supervillin	HGNC:11480	10p11.23
OR5L2	Approved symbol	OR5L2	olfactory receptor family 5 subfamily L member 2	HGNC:8351	11q12.1
RASGRP2	Approved symbol	RASGRP2	RAS guanyl releasing protein 2	HGNC:9879	11q13.1
KRT85	Approved symbol	KRT85	keratin 85	HGNC:6462	12q13.13
UTP20	Approved symbol	UTP20	UTP20, small subunit processome component	HGNC:17897	12q23.2
MLH3	Approved symbol	MLH3	mutL homolog 3	HGNC:7128	14q24.3
MAP1A	Approved symbol	MAP1A	microtubule associated protein 1A	HGNC:6835	15q15.3
MAP1A	Synonyms	METAP1	methionyl aminopeptidase 1	HGNC:15789	4q23
BFAR	Approved symbol	BFAR	bifunctional apoptosis regulator	HGNC:17613	16p13.12
KIAA0430	Previous symbol	MARF1	meiosis regulator and mRNA stability factor 1	HGNC:29562	16p13.11
NUDT7	Approved symbol	NUDT7	nudix hydrolase 7	HGNC:8054	16q23.1
EZH1	Approved symbol	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit	HGNC:3526	17q21.2
EZH1	Synonyms	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	HGNC:3527	7q36.1
DUS1L	Approved symbol	DUS1L	dihydrouridine synthase 1 like	HGNC:30086	17q25.3
RBBP8	Approved symbol	RBBP8	RB binding protein 8, endonuclease	HGNC:9891	18q11.2
KISS1R	Approved symbol	KISS1R	KISS1 receptor	HGNC:4510	19p13.3
ZNF181	Approved symbol	ZNF181	zinc finger protein 181	HGNC:12971	19q13.11
PPP2R1A	Approved symbol	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	HGNC:9302	19q13.41
MOV10L1	Approved symbol	MOV10L1	Mov10 like RISC complex RNA helicase 1	HGNC:7201	22q13.33
ITGB1BP2	Approved symbol	ITGB1BP2	integrin subunit beta 1 binding protein 2	HGNC:6154	Xq13.1
AFF2	Approved symbol	AFF2	AF4/FMR2 family member 2	HGNC:3776	Xq28
NT5C1A	Approved symbol	NT5C1A	5'-nucleotidase, cytosolic IA	HGNC:17819	1p34.2
C1orf168	Previous symbol	FYB2	FYN binding protein 2	HGNC:27295	1p32.2
OVGP1	Approved symbol	OVGP1	oviductal glycoprotein 1	HGNC:8524	1p13.2
PI4KB	Approved symbol	PI4KB	phosphatidylinositol 4-kinase beta	HGNC:8984	1q21.3
